date,dailycase,acccase,Mnuminter,Cnuminter,Mnumvac,Cnumvac
2022-02-15,7417.0,3227548.0,70.0,57.0,32.0,2.0
2022-02-16,7282.0,3234830.0,65.0,43.0,25.0,4.0
2022-02-17,7479.0,3242309.0,63.0,36.0,36.0,8.0
2022-02-18,6369.0,3248678.0,92.0,46.0,35.0,7.0
2022-02-19,6012.0,3254690.0,95.0,47.0,31.0,10.0
2022-02-20,3719.0,3258409.0,93.0,27.0,30.0,8.0
2022-02-21,4598.0,3263007.0,74.0,27.0,25.0,1.0
2022-02-22,6614.0,3269621.0,64.0,24.0,16.0,3.0
2022-02-23,7189.0,3276810.0,51.0,25.0,14.0,6.0
2022-02-24,6231.0,3283041.0,32.0,20.0,26.0,1.0
2022-02-25,6198.0,3289239.0,43.0,17.0,18.0,5.0
2022-02-26,5116.0,3294355.0,41.0,35.0,6.0,1.0
2022-02-27,3211.0,3297566.0,44.0,29.0,4.0,3.0
2022-02-28,6658.0,3304224.0,56.0,58.0,11.0,3.0
2022-03-01,5204.0,3309428.0,81.0,97.0,12.0,4.0
2022-03-02,6997.0,3316425.0,81.0,67.0,13.0,2.0
2022-03-03,4811.0,3321236.0,51.0,27.0,13.0,4.0
2022-03-04,6648.0,3327884.0,40.0,29.0,6.0,1.0
2022-03-05,4291.0,3332175.0,31.0,16.0,10.0,1.0
2022-03-06,2416.0,3334591.0,22.0,30.0,8.0,1.0
2022-03-07,5779.0,3340370.0,35.0,31.0,4.0,3.0
2022-03-08,6693.0,3347063.0,29.0,30.0,13.0,1.0
2022-03-09,6130.0,3353193.0,100.0,65.0,13.0,4.0
2022-03-10,4888.0,3358081.0,72.0,49.0,12.0,1.0
2022-03-11,6363.0,3364444.0,84.0,78.0,7.0,4.0
2022-03-12,4642.0,3369086.0,57.0,45.0,7.0,4.0
2022-03-13,2988.0,3372074.0,38.0,31.0,9.0,2.0
2022-03-14,4315.0,3376389.0,49.0,32.0,5.0,3.0
2022-03-15,5774.0,3382163.0,44.0,44.0,7.0,2.0
2022-03-16,5753.0,3387916.0,39.0,24.0,8.0,2.0
2022-03-17,5222.0,3393138.0,23.0,33.0,9.0,1.0
2022-03-18,4751.0,3397889.0,63.0,28.0,7.0,1.0
2022-03-19,4717.0,3402606.0,37.0,37.0,10.0,1.0
2022-03-20,3268.0,3405874.0,69.0,44.0,8.0,2.0
2022-03-21,3803.0,3409677.0,139.0,108.0,17.0,2.0
2022-03-22,10511.0,3420188.0,58.0,47.0,12.0,2.0
2022-03-23,6340.0,3426528.0,51.0,29.0,15.0,1.0
2022-03-24,6770.0,3433298.0,43.0,28.0,15.0,1.0
2022-03-25,6301.0,3439599.0,51.0,31.0,17.0,2.0
2022-03-26,6474.0,3446073.0,44.0,31.0,9.0,2.0
2022-03-27,4475.0,3450548.0,45.0,31.0,5.0,1.0
2022-03-28,4972.0,3455520.0,41.0,12.0,8.0,1.0
2022-03-29,12853.0,3468373.0,18.0,22.0,10.0,1.0
2022-03-30,8107.0,3476480.0,45.0,23.0,6.0,1.0
2022-03-31,8122.0,3484602.0,50.0,33.0,7.0,1.0
2022-04-01,7781.0,3492383.0,47.0,17.0,6.0,1.0
2022-04-02,12759.0,3505142.0,43.0,23.0,5.0,1.0
2022-04-03,5279.0,3510421.0,47.0,30.0,3.0,2.0
2022-04-04,6173.0,3516594.0,81.0,23.0,8.0,2.0
2022-04-05,11485.0,3528079.0,102.0,98.0,14.0,1.0
2022-04-06,9075.0,3537154.0,103.0,50.0,19.0,3.0
2022-04-07,8747.0,3545901.0,89.0,34.0,12.0,7.0
2022-04-08,8907.0,3554808.0,68.0,41.0,17.0,3.0
2022-04-09,14062.0,3568870.0,48.0,29.0,12.0,3.0
2022-04-10,5715.0,3574585.0,45.0,24.0,13.0,3.0
2022-04-11,6636.0,3581221.0,67.0,37.0,8.0,4.0
2022-04-12,10943.0,3592164.0,69.0,37.0,11.0,4.0
2022-04-13,9424.0,3601588.0,88.0,65.0,2.0,3.0
2022-04-14,9206.0,3610794.0,66.0,42.0,9.0,1.0
2022-04-15,7749.0,3618543.0,32.0,20.0,7.0,1.0
2022-04-16,10618.0,3629161.0,27.0,20.0,6.0,1.0
2022-04-17,4988.0,3634149.0,24.0,11.0,4.0,2.0
2022-04-18,3904.0,3638053.0,30.0,14.0,5.0,9.0
2022-04-19,9290.0,3647343.0,63.0,45.0,6.0,3.0
2022-04-20,9252.0,3656595.0,69.0,38.0,8.0,2.0
2022-04-21,8193.0,3664788.0,60.0,40.0,7.0,3.0
2022-04-22,8035.0,3672823.0,51.0,40.0,8.0,1.0
2022-04-23,10287.0,3683110.0,35.0,16.0,4.0,1.0
2022-04-24,4166.0,3687276.0,43.0,31.0,5.0,1.0
2022-04-25,4744.0,3692020.0,15.0,14.0,6.0,1.0
2022-04-26,8950.0,3700970.0,35.0,11.0,6.0,1.0
2022-04-27,6114.0,3707084.0,32.0,13.0,6.0,2.0
2022-04-28,5984.0,3713068.0,28.0,17.0,12.0,3.0
2022-04-29,5337.0,3718405.0,25.0,19.0,30.0,3.0
2022-04-30,7514.0,3725919.0,26.0,17.0,16.0,4.0
2022-05-01,3281.0,3729200.0,31.0,10.0,4.0,4.0
2022-05-02,3932.0,3733132.0,13.0,20.0,6.0,4.0
2022-05-03,6530.0,3739662.0,20.0,10.0,6.0,2.0
2022-05-04,5044.0,3744706.0,48.0,25.0,9.0,2.0
2022-05-05,4750.0,3749456.0,24.0,16.0,18.0,2.0
2022-05-06,4354.0,3753810.0,26.0,18.0,6.0,2.0
2022-05-07,6413.0,3760223.0,53.0,45.0,5.0,2.0
2022-05-08,2110.0,3762333.0,23.0,13.0,1.0,2.0
2022-05-09,3455.0,3765788.0,21.0,11.0,3.0,1.0
2022-05-10,4939.0,3770727.0,29.0,11.0,5.0,1.0
2022-05-11,4053.0,3774780.0,23.0,24.0,9.0,1.0
2022-05-12,3674.0,3778454.0,18.0,18.0,6.0,4.0
2022-05-13,3197.0,3781651.0,50.0,16.0,9.0,1.0
2022-05-14,4914.0,3786565.0,78.0,39.0,9.0,1.0
2022-05-15,2126.0,3788691.0,26.0,18.0,3.0,3.0
2022-05-16,2469.0,3791160.0,25.0,17.0,6.0,1.0
2022-05-17,3986.0,3795146.0,19.0,20.0,4.0,2.0
2022-05-18,2865.0,3798011.0,35.0,12.0,5.0,2.0
2022-05-19,2725.0,3800736.0,14.0,25.0,4.0,1.0
2022-05-20,2266.0,3803002.0,26.0,8.0,5.0,1.0
2022-05-21,3541.0,3806543.0,17.0,14.0,3.0,3.0
2022-05-22,1455.0,3807998.0,9.0,7.0,2.0,3.0
2022-05-23,1537.0,3809535.0,12.0,8.0,3.0,3.0
2022-05-24,2652.0,3812187.0,14.0,10.0,2.0,3.0
2022-05-25,2458.0,3814645.0,11.0,13.0,3.0,3.0
2022-05-26,2379.0,3817024.0,17.0,8.0,5.0,4.0
2022-05-27,2085.0,3819109.0,28.0,17.0,6.0,1.0
2022-05-28,3012.0,3822121.0,14.0,12.0,6.0,1.0
2022-05-29,1158.0,3823279.0,15.0,16.0,1.0,2.0
2022-05-30,1875.0,3825154.0,12.0,13.0,5.0,1.0
2022-05-31,2761.0,3827915.0,14.0,11.0,8.0,1.0
2022-06-01,2016.0,3829931.0,14.0,11.0,6.0,1.0
2022-06-02,2096.0,3832027.0,25.0,9.0,4.0,1.0
2022-06-03,1910.0,3833937.0,18.0,14.0,10.0,1.0
2022-06-04,2614.0,3836551.0,15.0,8.0,4.0,1.0
2022-06-05,1268.0,3837819.0,10.0,9.0,2.0,3.0
2022-06-06,1607.0,3839426.0,11.0,6.0,4.0,1.0
2022-06-07,2845.0,3842271.0,31.0,19.0,4.0,1.0
2022-06-08,1997.0,3844268.0,25.0,21.0,7.0,2.0
2022-06-09,2032.0,3846300.0,47.0,51.0,9.0,2.0
2022-06-10,1869.0,3848169.0,20.0,23.0,10.0,2.0
2022-06-11,2934.0,3851103.0,26.0,19.0,6.0,2.0
2022-06-12,1218.0,3852321.0,26.0,15.0,1.0,2.0
2022-06-13,1444.0,3853765.0,18.0,18.0,12.0,3.0
2022-06-14,2021.0,3855786.0,21.0,14.0,12.0,1.0
2022-06-15,1992.0,3857778.0,26.0,11.0,6.0,1.0
2022-06-16,2017.0,3859795.0,19.0,8.0,4.0,1.0
2022-06-17,1848.0,3861643.0,17.0,10.0,7.0,5.0
2022-06-18,3056.0,3864699.0,25.0,14.0,4.0,1.0
2022-06-19,1274.0,3865973.0,23.0,15.0,5.0,1.0
2022-06-20,1472.0,3867445.0,25.0,21.0,6.0,1.0
2022-06-21,2319.0,3869764.0,19.0,11.0,3.0,4.0
2022-06-22,2469.0,3872233.0,19.0,12.0,4.0,2.0
2022-06-23,2616.0,3874849.0,17.0,13.0,6.0,1.0
2022-06-24,2289.0,3877138.0,23.0,10.0,5.0,2.0
2022-06-25,3457.0,3880595.0,17.0,5.0,6.0,2.0
2022-06-26,1567.0,3882162.0,16.0,5.0,6.0,1.0
2022-06-27,2039.0,3884201.0,40.0,13.0,3.0,1.0
2022-06-28,3192.0,3887393.0,15.0,11.0,9.0,1.0
2022-06-29,3205.0,3890598.0,32.0,7.0,6.0,4.0
2022-06-30,3393.0,3893991.0,37.0,18.0,17.0,1.0
2022-07-01,3114.0,3897105.0,27.0,21.0,21.0,8.0
2022-07-02,4362.0,3901467.0,18.0,15.0,6.0,3.0
2022-07-03,2457.0,3903924.0,12.0,16.0,6.0,2.0
2022-07-04,3182.0,3907106.0,24.0,15.0,9.0,1.0
2022-07-05,4258.0,3911364.0,32.0,11.0,14.0,1.0
2022-07-06,4226.0,3915590.0,19.0,17.0,4.0,3.0
2022-07-07,4234.0,3919824.0,24.0,12.0,7.0,1.0
2022-07-08,3640.0,3923464.0,26.0,16.0,10.0,1.0
2022-07-09,5577.0,3929041.0,9.0,12.0,3.0,1.0
2022-07-10,2578.0,3931619.0,27.0,12.0,3.0,1.0
2022-07-11,3422.0,3935041.0,20.0,18.0,10.0,2.0
2022-07-12,4920.0,3939961.0,22.0,17.0,6.0,4.0
2022-07-13,4992.0,3944953.0,21.0,20.0,21.0,7.0
2022-07-14,4958.0,3949911.0,12.0,11.0,20.0,12.0
2022-07-15,4432.0,3954343.0,17.0,6.0,11.0,3.0
2022-07-16,7488.0,3961831.0,17.0,13.0,5.0,2.0
2022-07-17,3181.0,3965012.0,22.0,18.0,7.0,2.0
2022-07-18,3790.0,3968802.0,17.0,11.0,9.0,4.0
2022-07-19,5267.0,3974069.0,22.0,13.0,7.0,2.0
2022-07-20,5499.0,3979568.0,23.0,10.0,8.0,1.0
2022-07-21,4921.0,3984489.0,30.0,16.0,10.0,2.0
2022-07-22,4424.0,3988913.0,27.0,26.0,5.0,5.0
2022-07-23,6279.0,3995192.0,13.0,19.0,2.0,1.0
2022-07-24,2917.0,3998109.0,14.0,15.0,11.0,3.0
2022-07-25,3570.0,4001679.0,8.0,11.0,15.0,5.0
2022-07-26,4748.0,4006427.0,13.0,10.0,8.0,4.0
2022-07-27,4326.0,4010753.0,17.0,11.0,14.0,3.0
2022-07-28,4185.0,4014938.0,20.0,21.0,28.0,3.0
2022-07-29,3732.0,4018670.0,21.0,11.0,31.0,2.0
2022-07-30,5391.0,4024061.0,7.0,12.0,12.0,2.0
2022-07-31,2483.0,4026544.0,8.0,8.0,14.0,2.0
2022-08-01,2482.0,4029026.0,16.0,9.0,10.0,2.0
2022-08-02,3592.0,4032618.0,17.0,12.0,7.0,2.0
2022-08-03,4362.0,4036980.0,15.0,13.0,9.0,4.0
2022-08-04,4018.0,4040998.0,11.0,8.0,20.0,1.0
2022-08-05,3458.0,4044456.0,21.0,13.0,12.0,2.0
2022-08-06,5131.0,4049587.0,15.0,16.0,6.0,2.0
2022-08-07,2234.0,4051821.0,14.0,12.0,3.0,2.0
2022-08-08,2646.0,4054467.0,20.0,13.0,7.0,2.0
2022-08-09,3977.0,4058444.0,13.0,14.0,8.0,1.0
2022-08-10,3537.0,4061981.0,27.0,10.0,10.0,3.0
2022-08-11,3587.0,4065568.0,20.0,18.0,8.0,3.0
2022-08-12,3341.0,4068909.0,19.0,10.0,2.0,2.0
2022-08-13,5910.0,4074819.0,17.0,9.0,6.0,1.0
2022-08-14,2097.0,4076916.0,14.0,13.0,6.0,1.0
2022-08-15,2580.0,4079496.0,17.0,9.0,8.0,2.0
2022-08-16,3575.0,4083071.0,14.0,11.0,11.0,2.0
2022-08-17,3615.0,4086686.0,11.0,16.0,13.0,3.0
2022-08-18,3364.0,4090050.0,16.0,13.0,14.0,3.0
2022-08-19,3054.0,4093104.0,15.0,10.0,8.0,1.0
2022-08-20,4467.0,4097571.0,15.0,11.0,11.0,3.0
2022-08-21,2063.0,4099634.0,14.0,3.0,7.0,1.0
2022-08-22,2446.0,4102080.0,16.0,6.0,5.0,1.0
2022-08-23,3261.0,4105341.0,12.0,8.0,6.0,2.0
2022-08-24,3202.0,4108543.0,22.0,20.0,13.0,2.0
2022-08-25,2748.0,4111291.0,16.0,10.0,9.0,1.0
2022-08-26,2619.0,4113910.0,13.0,10.0,7.0,1.0
2022-08-27,4412.0,4118322.0,12.0,8.0,7.0,1.0
2022-08-28,1757.0,4120079.0,15.0,6.0,3.0,1.0
2022-08-29,2033.0,4122112.0,7.0,15.0,7.0,3.0
2022-08-30,2850.0,4124962.0,18.0,11.0,4.0,2.0
2022-08-31,2877.0,4127839.0,24.0,11.0,4.0,3.0
2022-09-01,2643.0,4130482.0,22.0,13.0,6.0,1.0
2022-09-02,2428.0,4132910.0,10.0,11.0,6.0,2.0
2022-09-03,3584.0,4136494.0,12.0,9.0,3.0,1.0
2022-09-04,1429.0,4137923.0,12.0,9.0,4.0,1.0
2022-09-05,1516.0,4139439.0,12.0,9.0,3.0,1.0
2022-09-06,2184.0,4141623.0,13.0,10.0,11.0,1.0
2022-09-07,2736.0,4144359.0,23.0,21.0,14.0,2.0
2022-09-08,2628.0,4146987.0,23.0,15.0,6.0,2.0
2022-09-09,2389.0,4149376.0,10.0,6.0,5.0,2.0
2022-09-10,5110.0,4154486.0,4.0,5.0,5.0,2.0
2022-09-11,1563.0,4156049.0,18.0,9.0,2.0,1.0
2022-09-12,2151.0,4158200.0,20.0,8.0,5.0,5.0
2022-09-13,2798.0,4160998.0,15.0,8.0,9.0,5.0
2022-09-14,2593.0,4163591.0,16.0,5.0,3.0,1.0
2022-09-15,2542.0,4166133.0,12.0,7.0,4.0,1.0
2022-09-16,2318.0,4168451.0,14.0,7.0,1.0,2.0
2022-09-17,3751.0,4172202.0,19.0,5.0,5.0,1.0
2022-09-18,1578.0,4173780.0,12.0,9.0,7.0,1.0
2022-09-19,1985.0,4175765.0,13.0,10.0,5.0,1.0
2022-09-20,2765.0,4178530.0,28.0,18.0,8.0,2.0
2022-09-21,3152.0,4181682.0,16.0,19.0,13.0,2.0
2022-09-22,2790.0,4184472.0,18.0,12.0,2.0,2.0
2022-09-23,2523.0,4186995.0,11.0,14.0,4.0,2.0
2022-09-24,3809.0,4190804.0,9.0,9.0,4.0,1.0
2022-09-25,1797.0,4192601.0,10.0,4.0,4.0,1.0
2022-09-26,2164.0,4194765.0,29.0,20.0,12.0,4.0
2022-09-27,3097.0,4197862.0,17.0,17.0,8.0,2.0
2022-09-28,3051.0,4200913.0,22.0,20.0,6.0,2.0
2022-09-29,3029.0,4203942.0,7.0,8.0,5.0,2.0
2022-09-30,2590.0,4206532.0,13.0,10.0,5.0,1.0
2022-10-01,3981.0,4210513.0,13.0,8.0,1.0,1.0
2022-10-02,1620.0,4212133.0,13.0,8.0,4.0,1.0
2022-10-03,2310.0,4214443.0,14.0,7.0,8.0,3.0
2022-10-04,3191.0,4217634.0,17.0,7.0,24.0,3.0
2022-10-05,3212.0,4220846.0,16.0,11.0,13.0,3.0
2022-10-06,2887.0,4223733.0,14.0,19.0,6.0,1.0
2022-10-07,2966.0,4226699.0,15.0,11.0,3.0,2.0
2022-10-08,4389.0,4231088.0,13.0,17.0,7.0,2.0
2022-10-09,1876.0,4232964.0,12.0,9.0,4.0,2.0
2022-10-10,1933.0,4234897.0,10.0,5.0,3.0,1.0
2022-10-11,2604.0,4237501.0,9.0,9.0,5.0,3.0
2022-10-12,3805.0,4241306.0,10.0,11.0,11.0,3.0
2022-10-13,3655.0,4244961.0,34.0,11.0,9.0,3.0
2022-10-14,3110.0,4248071.0,67.0,20.0,7.0,7.0
2022-10-15,4531.0,4252602.0,31.0,21.0,4.0,2.0
2022-10-16,1962.0,4254564.0,22.0,21.0,2.0,2.0
2022-10-17,1986.0,4256550.0,15.0,10.0,9.0,1.0
2022-10-18,2877.0,4259427.0,33.0,12.0,15.0,2.0
2022-10-19,3319.0,4262746.0,27.0,18.0,8.0,2.0
2022-10-20,3642.0,4266388.0,20.0,19.0,8.0,1.0
2022-10-21,3215.0,4269603.0,27.0,15.0,12.0,1.0
2022-10-22,4502.0,4274105.0,14.0,13.0,6.0,1.0
2022-10-23,1792.0,4275897.0,8.0,15.0,6.0,1.0
2022-10-24,2529.0,4278426.0,14.0,9.0,4.0,1.0
2022-10-25,3479.0,4281905.0,11.0,10.0,7.0,2.0
2022-10-26,3034.0,4284939.0,14.0,4.0,10.0,2.0
2022-10-27,3133.0,4288072.0,18.0,17.0,7.0,2.0
2022-10-28,2849.0,4290921.0,13.0,16.0,5.0,2.0
2022-10-29,4301.0,4295222.0,16.0,9.0,4.0,1.0
2022-10-30,1695.0,4296917.0,9.0,11.0,8.0,1.0
2022-10-31,1945.0,4298862.0,12.0,19.0,1.0,1.0
2022-11-01,2900.0,4301762.0,18.0,23.0,10.0,3.0
2022-11-02,2836.0,4304598.0,26.0,21.0,5.0,3.0
2022-11-03,2558.0,4307156.0,27.0,11.0,5.0,1.0
2022-11-04,2547.0,4309703.0,22.0,13.0,3.0,2.0
2022-11-05,3771.0,4313474.0,17.0,12.0,1.0,2.0
2022-11-06,1630.0,4315104.0,11.0,15.0,3.0,1.0
2022-11-07,1857.0,4316961.0,20.0,6.0,19.0,1.0
2022-11-08,2544.0,4319505.0,39.0,29.0,5.0,2.0
2022-11-09,2245.0,4321750.0,77.0,35.0,14.0,3.0
2022-11-10,2215.0,4323965.0,74.0,30.0,9.0,3.0
2022-11-11,1806.0,4325771.0,52.0,20.0,3.0,2.0
2022-11-12,3065.0,4328836.0,69.0,32.0,11.0,2.0
2022-11-13,1329.0,4330165.0,45.0,32.0,6.0,2.0
2022-11-14,1579.0,4331744.0,63.0,34.0,3.0,3.0
2022-11-15,2222.0,4333966.0,59.0,33.0,17.0,1.0
2022-11-16,2410.0,4336376.0,55.0,35.0,5.0,1.0
2022-11-17,2091.0,4338467.0,27.0,30.0,1.0,1.0
2022-11-18,1862.0,4340329.0,31.0,25.0,2.0,1.0
2022-11-19,3093.0,4343422.0,36.0,17.0,3.0,3.0
2022-11-20,1260.0,4344682.0,17.0,17.0,3.0,3.0
2022-11-21,1647.0,4346329.0,19.0,19.0,6.0,1.0
2022-11-22,2210.0,4348539.0,34.0,19.0,3.0,1.0
2022-11-23,2287.0,4350826.0,77.0,27.0,4.0,3.0
2022-11-24,2227.0,4353053.0,29.0,22.0,6.0,1.0
2022-11-25,2064.0,4355117.0,56.0,39.0,8.0,1.0
2022-11-26,3364.0,4358481.0,35.0,14.0,2.0,2.0
2022-11-27,1386.0,4359867.0,29.0,13.0,8.0,2.0
2022-11-28,1707.0,4361574.0,35.0,14.0,14.0,2.0
2022-11-29,2383.0,4363957.0,20.0,14.0,5.0,1.0
2022-11-30,2530.0,4366487.0,19.0,18.0,11.0,1.0
2022-12-01,2564.0,4369051.0,17.0,12.0,2.0,6.0
2022-12-02,2047.0,4371098.0,7.0,11.0,2.0,6.0
2022-12-03,3530.0,4374628.0,16.0,10.0,3.0,6.0
2022-12-04,1477.0,4376105.0,17.0,9.0,3.0,1.0
2022-12-05,1740.0,4377845.0,23.0,18.0,7.0,1.0
2022-12-06,2488.0,4380333.0,19.0,18.0,6.0,1.0
2022-12-07,2641.0,4382974.0,16.0,11.0,19.0,2.0
2022-12-08,2464.0,4385438.0,11.0,13.0,4.0,2.0
2022-12-09,2252.0,4387690.0,20.0,5.0,8.0,2.0
2022-12-10,3549.0,4391239.0,12.0,12.0,8.0,2.0
2022-12-11,1541.0,4392780.0,10.0,3.0,1.0,2.0
2022-12-12,1894.0,4394674.0,10.0,8.0,7.0,1.0
2022-12-13,2610.0,4397284.0,24.0,9.0,7.0,1.0
2022-12-14,2764.0,4400048.0,11.0,5.0,7.0,1.0
2022-12-15,2684.0,4402732.0,16.0,11.0,9.0,1.0
2022-12-16,2286.0,4405018.0,8.0,15.0,2.0,1.0
2022-12-17,3602.0,4408620.0,7.0,13.0,5.0,2.0
2022-12-18,1755.0,4410375.0,8.0,9.0,5.0,2.0
2022-12-19,2049.0,4412424.0,12.0,11.0,2.0,1.0
2022-12-20,2769.0,4415193.0,13.0,11.0,4.0,1.0
2022-12-21,2963.0,4418156.0,17.0,5.0,4.0,2.0
2022-12-22,2748.0,4420904.0,17.0,13.0,3.0,2.0
2022-12-23,2178.0,4423082.0,10.0,2.0,1.0,2.0
2022-12-24,2264.0,4425346.0,5.0,8.0,2.0,2.0
2022-12-25,1140.0,4426486.0,3.0,2.0,2.0,2.0
2022-12-26,1297.0,4427783.0,6.0,1.0,6.0,1.0
2022-12-27,1892.0,4429675.0,4.0,6.0,10.0,1.0
2022-12-28,2629.0,4432304.0,8.0,5.0,4.0,1.0
2022-12-29,2951.0,4435255.0,9.0,3.0,6.0,1.0
2022-12-30,2942.0,4438197.0,9.0,5.0,16.0,3.0
