M_Impact_Inter_Smoothed,C_Impact_Inter_Smoothed,M_Impact_Vac_Smoothed,C_Impact_Vac_Smoothed
79.56697499671066,61.11986282726724,97.13137906214916,22.68086519138434
79.61161920562202,60.88600195320647,97.92039493646277,22.76637998961172
79.64899780834932,60.65230763543759,98.68537667185987,22.848951263785093
79.67905915301681,60.418766239988436,99.4262376467281,22.928712838634233
79.70184002846206,60.18539969297576,100.14330460614501,23.00591912410229
79.7173896693357,59.95231021935152,100.8368956321778,23.08084380120269
79.72565113728888,59.71964708027551,101.50695655254108,23.15371590933645
79.72649764648509,59.48750238814258,102.1533793774691,23.224727241091877
79.71981519621464,59.25596557207235,102.77613901455472,23.294056602548245
79.70553098019762,59.02514415699088,103.37529220706692,23.361893161271297
79.68372859971952,58.795268420447705,103.95120589429303,23.428507431180368
79.65451462642346,58.56668293456472,104.50448000946271,23.49423756691347
79.6180951109886,58.33979061053855,105.03589879990392,23.559392148616404
79.57473219471812,58.11484639274043,105.54639000271959,23.62426885636871
79.52471572573064,57.89194359761826,106.0369219670085,23.689169262945185
79.46836283771378,57.67117668067276,106.50840179904526,23.75434231485592
79.40595244594377,57.45271652626564,106.96174232697703,23.81986425879483
79.33756695450789,57.236747479660714,107.39809843886559,23.885834805302668
79.26329838632411,57.02342993123194,107.81904542890598,23.95239472349841
79.18329646796762,56.81283127437268,108.22644935005391,24.019695325182187
79.09781090191113,56.60493833220475,108.62212461381898,24.08786933875234
79.00723894337122,56.39979557960269,109.00811676349059,24.156988141765268
78.91213311177007,56.197458350092035,109.38687705670071,24.227103233958456
78.81312899082269,55.99791757690506,109.76136791596706,24.298232735524934
78.71081261674024,55.801118156858756,110.13518668002476,24.370429861961675
78.60582450491317,55.60697014979006,110.51245360846323,24.443773682067995
78.49899244218813,55.41542696169403,110.89750985724997,24.51829654205102
78.39120703289231,55.2263077913302,111.29388434847046,24.593787724751287
78.28277435642387,55.039298347887204,111.70430274907096,24.66976918400982
78.17366180488254,54.85397672485751,112.1308201155594,24.745474082348142
78.06363911367946,54.66979883247086,112.57472745878404,24.81974171762504
77.9519829741917,54.48609320340438,113.03622453773147,24.891004117382504
77.83707843501381,54.301937026827176,113.51308620867387,24.95697164814257
77.71585167025535,54.116147486381806,113.99805679617796,25.014309840137315
77.58277628566442,53.927109734557696,114.47344322576997,25.058288995791486
77.4283870451871,53.73261736448448,114.90866406724746,25.08309858291448
77.23970816859651,53.53002951096974,115.2637872035109,25.083591506645803
76.8281220426623,53.407468677820674,115.47917754735296,25.1170587109204
76.38254067795317,53.27971355532653,115.69439994772668,25.155650269982978
75.903721639451,53.14556511813923,115.91093655275813,25.202469543522916
75.39237739391153,53.00438779790942,116.12682333122964,25.259619384186056
74.84936378429703,52.855642117323036,116.33683304616912,25.328789536149742
74.275778049096,52.6982327630116,116.53627211503647,25.410941322730913
73.67614460869054,52.53168301760035,116.72216615009917,25.505807413762184
73.05777890095183,52.358542342526405,116.89044655582684,25.61277953590228
72.42821281667058,52.18259547972208,117.0399969720719,25.73288423688269
71.79529160784669,52.00758391572165,117.17232246657575,25.86869712620939
71.16621547724993,51.83565512352345,117.28855647427902,26.02179950016161
70.54993754181639,51.66817067545541,117.3894374871127,26.192589032969693
69.95329493536019,51.50603608342193,117.47717819409547,26.381472368322235
69.38191436812549,51.35228453542408,117.55276742107418,26.58783625463675
68.84083640227729,51.21225273452198,117.62058515299829,26.80959110260977
68.3333102993493,51.091019005557385,117.69448412824165,27.044579509054834
67.86203793984517,50.99192538830835,117.79488029920827,27.293175682509798
67.43200495272774,50.91685151407929,117.94648078975044,27.556445147221126
67.04766244745105,50.86729298635998,118.17083960959141,27.83532952326711
66.71324509458512,50.84417926234137,118.48429662505853,28.129745759934274
66.43366780943873,50.84873129373163,118.90191990043974,28.440210253194323
66.21273717622236,50.880984865423514,119.4355772914264,28.767639146055032
66.05159624415784,50.93988162240623,120.09622269138472,29.113377893378633
65.94971057019374,51.026470996610385,120.89064605974784,29.47809314053544
65.90775382606434,51.14279796905021,121.82137291410318,29.860581402432054
65.92497008736142,51.29041385712075,122.88691380303109,30.259155586296238
65.9966177365924,51.46953430205175,124.08175202440279,30.67312430446414
66.11694729109855,51.68045060855206,125.40169830738036,31.101840747592938
66.28526865826315,51.92278156311086,126.84142728239763,31.54480506076748
66.50298529005937,52.19536142310277,128.39428088730955,32.001552976915086
66.77073504489185,52.49606387887118,130.05035118561398,32.471713140186445
67.08910961873497,52.821473680170776,131.79397888912106,32.95417787552536
67.45949592091549,53.16890162816878,133.60314735915233,33.44711994361728
67.8837756795433,53.53649677701293,135.45302506330052,33.94813130661926
68.36254488094286,53.92353288186328,137.3252812919117,34.45360945969205
68.8968787927868,54.33013313369096,139.20323463501,34.95836057514023
69.48585002413111,54.755663866667476,141.07025223128932,35.4583377713453
70.12681216880704,55.19827951901742,142.9126207115272,35.95096254870399
70.81338132712726,55.65638174487091,144.71806727103427,36.43499359924718
71.53618413444609,56.12744709507959,146.47696386390015,36.90995461424637
72.28359113567018,56.60972214529966,148.18646409429874,37.37480152360992
73.04814298478684,57.10181172525705,149.8430681463143,37.82803215990145
73.82603408647715,57.60187342960392,151.44055000670426,38.2685156166164
74.61272689266082,58.10823640974771,152.97730861650754,38.697058015432546
75.40164746579921,58.62069929060258,154.45973479513634,39.11491682334221
76.18769383224921,59.1389409496428,155.89431332742924,39.523165984268594
76.96704037151093,59.66147299279281,157.2847139949311,39.922093207678685
77.73621790647266,60.18679384896333,158.63035706840088,40.31098648334108
78.49386241175598,60.71468049067735,159.9271742117468,40.68820754821298
79.24043910095563,61.24648841231993,161.17459756313065,41.05179518249524
79.97354818632579,61.7818873395395,162.38071367774643,41.40009078363264
80.6868112840165,62.319172583520434,163.5573620263425,41.732741719804444
81.37247022839753,62.85643275219178,164.71347832128058,42.05051702878463
82.02455554544757,63.39244612762931,165.85333887489185,42.35306846511491
82.63727897652313,63.9252813009234,166.97757905022195,42.63908459349197
83.20563053859618,64.44987616205667,168.0851975216946,42.90709761978917
83.72667384921084,64.95988668818542,169.17408416350986,43.15668799934594
84.1983188804252,65.4507079380367,170.2445267007223,43.38774462051525
84.61835423716165,65.91748390864939,171.30116278374425,43.60117028117381
84.98361682552533,66.35416667742454,172.3499034708101,43.797865809996885
85.29028759555402,66.75456161968091,173.393399194948,43.978263661547885
85.53531838030905,67.11318161807543,174.43127790070733,44.144822036523266
85.71921126528824,67.42621858013699,175.45886625055135,44.301134388160115
85.84472208595918,67.69014356770592,176.46978795570905,44.449526554249815
85.91617918039913,67.90291038196611,177.45886008806298,44.59160197468529
85.93867230548734,68.06326572936679,178.4248744946284,44.72725141636523
85.91638984837215,68.17131149380917,179.36384779743895,44.85498352834212
85.8527719220761,68.22742442223908,180.26367259456052,44.97208731261976
85.7504979213654,68.23069431039661,181.10501208394447,45.07457737911467
85.6105493445138,68.17983469587966,181.86240867175798,45.15797959650667
85.43145044498564,68.07338197821262,182.51057921853734,45.21801610063494
85.20989476223363,67.91014278775792,183.02648720441965,45.25085136971156
84.94301177287,67.68955411733397,183.3920857781228,45.25513440386819
84.63032065777121,67.41218667568867,183.59309225332225,45.228999231584886
84.27272784300959,67.08036691916575,183.61827754044194,45.17066852118794
83.87138102393477,66.69701985517094,183.46103072565015,45.07991227096913
83.42551123070508,66.2661795731417,183.11741667742845,44.95565380956218
